0;0.645
1;0.975
2;1.875
3;2.415
4;2.84
5;3.045
6;3.235
7;3.5
8;3.23
9;3.425
10;3.4
11;3.495
12;3.63
13;3.695
14;3.745
15;3.635
16;3.94
17;4.055
18;3.99
19;4.205
20;4.52
21;4.29
22;4.43
23;4.445
24;4.175
25;4.38
26;4.765
27;4.36
28;4.665
29;4.37
30;4.74
31;4.59
32;4.675
33;4.675
34;4.575
35;4.93
36;4.99
37;4.73
38;4.94
39;4.71
40;4.685
41;5.09
42;5.04
43;4.8
44;4.85
45;4.905
46;4.83
47;4.775
48;4.975
49;4.835
50;5.16
51;4.955
52;5.18
53;5.325
54;4.96
55;4.99
56;5.035
57;4.75
58;5.1
59;5.0
60;5.32
61;5.01
62;5.255
63;4.97
64;4.985
65;4.975
66;5.065
67;5.075
68;5.015
69;5.1
70;5.06
71;5.335
72;5.295
73;5.21
74;5.06
75;5.2
76;5.07
77;4.975
78;5.145
79;5.06
80;5.3
81;5.185
82;4.91
83;5.105
84;4.935
85;4.96
86;5.055
87;5.335
88;5.185
89;5.165
90;5.14
91;5.08
92;5.3
93;5.335
94;4.85
95;4.98
96;5.12
97;4.875
98;5.15
99;4.995
100;5.365
101;4.77
102;5.25
103;5.09
104;5.0
105;5.05
106;5.14
107;5.21
108;5.08
109;5.215
110;5.145
111;5.31
112;5.04
113;5.395
114;5.135
115;5.13
116;5.37
117;4.91
118;4.97
119;5.14
