0;3.0
1;4.1
2;3.4
3;4.3
4;4.4
5;4.1
6;5.5
7;5.1
8;5.3
9;5.6
10;4.9
11;6.2
12;5.9
13;5.9
14;7.1
15;6.5
16;6.5
17;7.2
18;7.0
19;6.8
20;6.8
21;7.2
22;6.3
23;7.0
24;7.3
25;6.8
26;7.0
27;7.4
28;6.7
29;7.6
30;7.6
31;7.2
32;6.9
33;7.6
34;8.2
35;7.7
36;8.1
37;8.2
38;7.7
39;8.1
40;8.6
41;8.5
42;8.0
43;7.9
44;8.2
45;7.8
46;8.0
47;8.1
48;8.1
49;7.9
50;7.9
51;8.0
52;7.6
53;8.0
54;7.8
55;8.1
56;7.9
57;7.9
58;8.4
59;8.0
60;8.2
61;8.1
62;8.0
63;8.4
64;8.0
65;7.9
66;8.1
67;8.7
68;8.5
69;8.2
70;8.2
71;8.0
72;8.3
73;8.2
74;8.0
75;8.6
76;8.1
77;7.9
78;8.1
79;8.4
80;7.7
81;8.5
82;8.5
83;8.5
84;8.5
85;8.7
86;8.2
87;8.6
88;8.4
89;8.2
90;8.4
91;8.3
92;8.4
93;8.0
94;8.2
95;7.7
96;7.9
97;8.2
98;8.5
99;8.6
100;8.6
101;8.7
102;8.2
103;8.2
104;8.8
105;8.1
106;8.3
107;8.4
108;8.2
109;8.2
110;8.5
111;8.3
112;8.4
113;8.8
114;8.7
115;8.4
116;8.8
117;8.5
118;8.8
119;8.8
