0:524.781;624.822;824.898;724.849;824.714;1023.92;824.831;824.757;724.772;724.529;824.769;824.779;924.818;824.797;824.878;824.762;824.832;824.805;924.828;824.543;924.804;724.642;1024.01;924.762;824.806;924.713;924.818;824.825;924.857;824.89;1022.31;824.883;824.935;924.909;924.912;724.936;924.95;824.914;1024.12;924.934;924.917;824.942;824.953;724.926;724.922;824.966;924.97;924.969;824.953;924.965;924.956;924.956;824.947;1020.61;924.953;824.957;724.959;824.964;924.946;824.971;724.966;924.962;924.956;924.974;824.965;924.949;924.976;724.977;924.958;924.953;924.957;1020.81;824.971;1019.68;924.977;924.974;924.974;924.978;924.973;924.981;924.986;924.987;824.988;724.986;724.993;924.994;1024.29;924.995;924.995;924.995;924.996;1020.65;924.996;1022.25;1022.5;1024.35;1019.4;924.996;924.998;924.998;1019.5;824.998;1021;924.998;824.998;924.998;924.999;924.999;924.999;924.999;1021.05;924.999;924.998;924.999;824.999;1024.45;1018.65;825;1019.55;925;
1:421.026;422.716;712.692;413.23;413.463;507.848;608.718;509.159;510.369;511.107;510.652;613.252;512.576;613.65;613.569;514.864;714.739;714.906;716.311;816.299;816.719;718.217;918.632;819.386;818.737;717.994;918.881;819.093;819.851;1016.69;819.566;919.014;721.249;919.273;922.211;822.273;921.899;1016.65;921.675;921.261;822.068;822.042;922.63;922.906;823.065;922.532;922.42;922.512;1016.47;822.525;922.99;1021.77;1019.56;923.756;921.971;922.332;1019.47;923.776;924.05;924.088;824.055;724.018;1023.81;924.176;923.979;924.085;1022.46;1022.59;1016.57;824.452;1013.69;924.513;924.554;824.668;924.592;924.698;1024.5;924.337;724.703;824.319;1012.46;1017.54;1022.93;924.502;1023.97;724.82;924.708;924.785;924.774;924.883;824.876;1021.35;824.929;924.869;924.881;924.936;1024.07;824.911;924.863;1023.47;924.84;924.895;924.889;1024.59;1024.11;924.852;824.874;1024.74;924.851;924.848;924.85;924.875;1021.56;924.879;824.855;924.845;924.853;924.859;824.867;824.871;
2:224.904;324.865;315.802;416.076;421.074;522.038;619.469;622.72;521.551;623.115;723.383;623.468;623.555;523.564;923.941;522.856;722.23;723.911;624.235;624.346;823.068;724.562;624.143;624.174;624.034;624.349;822.325;924.48;923.399;724.258;822.816;724.155;723.825;824.535;724.602;724.542;824.504;824.464;824.509;924.5;1023.25;924.583;924.699;1022.75;624.491;924.38;924.517;1023.02;1024.19;824.695;924.706;924.535;824.55;1017.24;1021.88;924.643;924.845;824.585;824.564;924.49;924.592;824.767;924.741;924.745;924.711;1020.76;924.783;1024.57;924.781;1021.4;1020.62;1023.16;924.8;1024.3;1019.93;924.675;924.709;924.591;924.53;824.686;924.701;924.695;824.8;924.796;824.73;1022.2;924.779;924.824;824.843;924.791;924.853;1024.85;924.886;1023.21;924.894;924.851;824.909;924.905;824.886;824.89;924.916;824.881;924.885;924.877;924.823;1024.32;924.734;924.84;824.561;924.767;923.089;724.929;924.769;924.946;924.907;924.946;1022.12;824.931;724.946;1021.55;
3:223.804;524.584;516.642;524.67;519.186;524.449;524.641;424.529;524.674;424.64;615.967;715.611;615.883;616.855;715.251;716.629;615.598;614.782;714.657;815.19;724.989;824.988;1020.24;824.992;924.99;924.987;924.99;824.993;924.993;924.994;1024.1;824.996;1021.95;1024.84;924.994;824.996;1023.6;924.995;924.996;1024.19;924.996;1023.9;1022.4;1023.15;924.997;924.998;924.998;824.998;1017.65;924.999;924.999;924.999;924.999;924.999;924.999;1020.2;1019.9;824.999;924.999;824.999;924.999;824.999;1017.2;1017.2;1020.6;925;925;1023.9;1023.3;925;1020.15;1022.4;925;825;1018.4;1015.25;825;1024.7;924.999;1019.15;825;1018.35;925;1021.2;825;1019.75;825;925;925;1019.05;1017.55;1021.9;925;925;825;1019.5;925;925;925;1023.55;925;925;925;925;925;725;825;925;1018.45;1024.4;925;825;925;825;925;925;925;925;925;825;
4:423.394;823.574;624.399;824.249;823.489;724.262;822.909;923.514;823.419;922.78;822.151;1021.5;724.083;1016.95;624.157;823.493;922.893;823.083;823.041;923.054;923.707;923.691;823.842;1021.71;1021.32;922.356;922.467;823.704;922.98;823.27;923.147;923.753;823.927;824.199;924.33;924.538;923.948;923.912;924.128;923.593;1023.71;1021.4;924.556;1020.48;924.599;924.629;824.659;924.661;924.748;824.943;824.8;924.702;824.869;924.929;724.77;924.617;1013.52;1021.48;1017.76;924.57;924.759;924.715;924.521;824.753;824.592;724.384;1020.8;924.71;924.055;924.7;1023.36;924.726;1019.44;924.759;1023.31;924.784;924.811;1023.7;924.801;924.878;1023.06;1017.37;924.695;924.875;1022.13;824.633;824.712;1023.66;924.722;924.672;924.688;924.697;924.779;1022.78;1008.38;924.901;1024.49;924.878;924.917;924.916;924.936;924.932;1023.08;924.937;724.924;1021.94;824.945;924.931;824.95;824.947;1019.61;1024.74;924.957;924.957;1022.52;824.97;1020.06;1021.47;924.974;1021.98;
5:324.709;424.604;324.826;524.669;724.677;624.692;624.037;824.482;924.545;624.811;524.345;624.876;624.798;624.875;624.823;824.767;624.746;724.771;824.676;824.673;924.572;924.234;924.26;1023.61;923.905;1021.86;924.688;724.63;1012.6;824.454;824.517;824.741;1020.64;924.699;724.828;824.775;924.749;924.74;824.751;824.827;824.838;724.979;824.716;1023.83;1022.39;924.79;1023.04;824.644;924.897;724.86;924.828;924.779;824.9;824.9;1024.51;824.944;924.799;924.686;1024.83;724.914;924.915;924.95;1023.75;924.932;924.926;924.936;824.996;1015.87;1024.41;924.948;924.95;924.952;824.955;824.956;824.951;724.958;824.994;1016.87;924.969;824.974;824.968;924.969;1022.96;1015.73;924.974;1019.97;1019.38;824.982;1023.58;924.972;724.988;824.964;924.969;924.959;1022.06;824.966;1020.84;924.962;924.973;924.984;1022.83;824.981;924.978;924.976;1023.81;924.989;924.978;1024.02;924.973;924.982;924.969;924.975;924.979;1020.64;1019.08;924.974;924.99;824.982;724.989;924.979;
6:324.189;223.692;524.817;524.76;624.727;724.845;824.866;1024.11;724.757;924.728;624.888;624.921;824.799;824.756;1012.42;824.949;824.955;924.928;824.962;724.96;824.941;824.971;824.981;724.961;724.973;824.976;824.978;924.982;924.985;824.978;824.982;924.987;824.975;724.982;724.984;824.982;924.988;924.987;724.987;824.989;724.99;1018.74;824.986;924.976;1023.63;1019.13;924.99;724.991;1023.09;924.987;824.992;924.994;724.994;924.992;1021.4;924.988;924.994;824.995;924.992;1021.79;924.996;924.998;824.992;924.996;924.996;924.995;1024.14;1023.69;1022.05;1023.6;924.996;924.993;924.992;924.992;1016.14;1022.4;1021.09;824.996;824.997;824.997;1023.85;924.998;924.998;924.998;724.999;924.999;1017.65;924.997;924.998;1016.75;824.999;1023.65;1022;924.999;924.998;1018.75;924.998;824.999;924.998;824.999;724.999;924.999;924.999;925;925;924.999;925;1024.75;824.999;925;924.999;825;924.999;1025;924.999;1019.95;925;924.999;825;825;
7:318.374;524.837;619.969;624.937;524.735;824.894;724.903;624.911;724.885;924.856;924.699;724.729;724.634;924.694;824.943;724.602;924.888;824.905;924.8;824.771;924.508;724.877;724.89;724.878;724.937;824.91;924.923;824.949;924.919;1021.92;924.884;724.89;1019.85;724.903;924.927;824.944;924.969;724.944;924.932;824.955;924.944;724.965;924.96;924.957;724.99;824.949;824.964;924.966;824.968;824.962;924.964;724.967;824.971;824.958;824.907;924.957;824.887;924.951;924.941;924.961;824.955;824.96;924.965;924.944;924.964;724.964;924.97;924.981;824.969;824.967;824.968;824.935;824.972;724.978;724.94;824.978;824.979;824.976;924.97;824.964;724.979;824.983;824.965;824.98;824.98;724.982;724.98;924.981;724.981;824.978;824.981;824.977;924.98;624.989;824.985;924.986;724.989;724.974;824.987;824.994;1016.45;724.991;824.992;824.994;724.994;724.991;824.996;824.995;924.996;924.996;824.995;1024.75;824.996;924.996;924.997;924.997;824.997;1019.4;924.997;924.997;
8:424.347;524.735;624.789;824.698;724.868;724.709;824.912;824.916;824.921;924.9;824.939;824.913;824.915;924.985;924.983;824.962;924.895;824.962;824.984;624.989;924.975;824.984;824.952;724.99;924.99;924.939;924.934;924.989;824.979;924.987;724.981;824.994;1023.83;924.956;924.979;924.963;1023.72;824.992;924.99;824.997;924.977;924.991;924.973;1024.79;924.989;924.957;824.998;824.985;924.975;824.988;924.987;1020.64;924.983;924.991;824.995;1020.39;824.99;924.983;924.996;924.995;924.993;924.973;824.994;1022.23;824.996;924.982;924.994;824.988;924.936;1023.39;824.963;924.961;1022.78;924.965;1024.32;924.995;1021.24;924.986;924.987;824.994;924.991;824.99;924.991;924.97;924.991;924.982;824.992;924.978;824.985;924.984;824.997;1023.15;924.992;924.989;1015.5;924.981;924.985;924.981;1019.05;924.994;1021.29;1020.78;824.998;924.989;1023.5;924.988;924.987;1023.04;924.988;1022.68;924.995;924.987;924.985;1022.78;924.987;1023.54;924.983;824.988;924.991;1020.29;
9:324.795;407.179;408.046;508.313;609.649;509.292;612.101;608.531;612.48;609.686;611.008;612.414;712.954;718.054;816.595;719.272;820.826;818.815;919.771;921.447;921.315;821.673;720.328;920.659;722.983;821.395;822.262;822.217;921.649;818.654;921.889;820.125;920.926;820.104;820.783;921.178;922.353;922.67;922.648;1014.38;722.995;1021.08;923.251;1020.08;1016.3;723.988;924.097;922.427;823.965;1016.63;924.011;1022.74;821.779;1013.35;924.067;924.192;923.851;1019.98;924.41;924.415;924.528;924.661;1022.37;824.561;924.405;924.704;924.706;1021.06;924.838;924.815;824.829;924.854;824.872;1019.53;924.876;824.896;1020.5;924.908;924.892;824.896;1021.05;1020;924.96;924.965;924.949;1023.45;1019.38;924.965;924.97;1023.36;1023.96;1024.66;1017.87;1024.68;924.972;824.967;1018.94;1024.58;1013.83;1023.72;924.972;924.975;824.973;924.964;824.972;924.983;924.978;1019.92;924.975;824.981;924.977;924.981;924.977;924.976;724.981;924.976;924.977;1024.88;924.977;924.977;
