0;2.6
1;4.9
2;6.7
3;6.2
4;5.7
5;6.0
6;5.7
7;5.9
8;6.3
9;6.8
10;6.6
11;7.3
12;6.7
13;7.2
14;7.2
15;7.3
16;7.5
17;7.5
18;8.1
19;7.8
20;7.9
21;7.7
22;7.7
23;7.4
24;7.6
25;7.5
26;7.6
27;7.9
28;7.2
29;8.3
30;7.9
31;7.8
32;7.6
33;7.8
34;7.8
35;8.5
36;7.8
37;8.0
38;8.0
39;8.3
40;7.8
41;7.8
42;8.3
43;8.1
44;8.4
45;8.2
46;8.3
47;8.6
48;8.2
49;8.0
50;8.3
51;8.2
52;8.7
53;8.2
54;8.4
55;8.8
56;8.5
57;8.0
58;8.1
59;8.2
60;8.4
61;8.3
62;8.6
63;8.5
64;8.6
65;8.7
66;8.9
67;8.5
68;8.8
69;8.9
70;8.7
71;8.4
72;8.2
73;8.5
74;8.7
75;9.3
76;8.9
77;8.5
78;8.8
79;8.8
80;8.9
81;8.3
82;9.3
83;8.7
84;8.4
85;8.6
86;8.4
87;8.6
88;8.8
89;8.8
90;8.5
91;8.6
92;8.8
93;8.7
94;8.8
95;8.9
96;8.7
97;8.7
98;8.7
99;9.1
100;8.9
101;9.0
102;9.2
103;8.6
104;9.0
105;8.4
106;9.0
107;9.2
108;9.1
109;8.9
110;9.0
111;8.7
112;8.9
113;9.3
114;8.5
115;9.0
116;8.2
117;9.0
118;8.8
119;8.8
