0;370.279
1;351.596
2;349.164
3;319.236
4;339.684
5;339.176
6;369.709
7;359.99
8;369.57
9;419.778
10;389.833
11;340.111
12;350.154
13;390.492
14;380.351
15;370.657
16;350.183
17;340.465
18;350.548
19;380.765
20;370.677
21;370.758
22;361.133
23;381.443
24;341.552
25;381.704
26;411.287
27;391.105
28;381.539
29;371.041
30;362.278
31;352.138
32;401.47
33;411.868
34;461.569
35;432.429
36;391.857
37;402.335
38;422.223
39;422.002
40;392.284
41;432.615
42;422.546
43;372.881
44;412.646
45;362.498
46;362.389
47;411.018
48;402.476
49;432.788
50;372.907
51;401.646
52;412.24
53;452.907
54;443.23
55;403.293
56;402.798
57;393.091
58;403.947
59;413.175
60;451.291
61;422.779
62;404.2
63;443.845
64;364.361
65;394.214
66;433.245
67;443.032
68;462.427
69;392.783
70;443.223
71;433.551
72;432.982
73;412.783
74;432.793
75;442.633
76;472.917
77;403.063
78;443.845
79;453.976
80;424.346
81;433.678
82;423.589
83;444.22
84;423.657
85;432.518
86;403.729
87;403.726
88;444.262
89;463.076
90;434.163
91;432.961
92;444.358
93;433.006
94;443.848
95;452.822
96;443.21
97;422.82
98;423.254
99;432.858
100;432.973
101;412.268
102;451.895
103;442.844
104;434.078
105;453.196
106;414.526
107;423.638
108;463.099
109;454.44
110;443.352
111;424.165
112;473.425
113;454.739
114;512.404
115;511.578
116;474.906
117;463.233
118;464.911
119;423.937
120;464.593
121;441.898
122;443.518
123;482.388
124;493.859
125;464.841
126;452.737
127;524.244
128;443.875
129;493.914
130;474.712
131;473.772
132;474.18
133;473.95
134;463.388
135;502.696
136;494.275
137;473.02
138;483.707
139;464.1
140;492.971
141;514.573
142;474.125
143;513.373
144;482.645
145;501.453
146;463.899
147;483.774
148;482.165
149;522.789
150;484.815
151;492.619
152;513.204
153;444.662
154;434.728
155;493.245
156;514.266
157;484.866
158;483.665
159;454.076
160;493.525
161;503.47
162;473.741
163;504.804
164;503.758
165;494.707
166;483.258
167;503.811
168;474.927
169;433.9
170;563.855
171;492.936
172;473.542
173;494.643
174;484.137
175;483.024
176;532.171
177;522.877
178;494.978
179;512.85
180;543.867
181;494.157
182;503.518
183;513.695
184;463.921
185;502.132
186;502.598
187;543.994
188;484.93
189;554.594
190;454.976
191;472.539
192;483.56
193;503.743
194;513.992
195;472.159
196;453.691
197;493.201
198;504.094
199;513.527
