0;398.207;-229.412
1;367.154;-9.50643
2;756.008;166.592
3;873.537;259.505
4;755.708;214.011
5;904.219;246.539
6;566.255;257.735
7;762.996;306.315
8;815.281;217.132
9;842.21;205.241
10;870.852;339.027
11;778.45;230.666
12;860.986;275.123
13;717.147;182.234
14;708.021;169.362
15;1018.64;451.842
16;797.109;261.646
17;895.848;393.899
18;1201.55;558.237
19;898.806;319.915
20;687.681;287.896
21;984.935;338.615
22;882.335;266.305
23;885.636;291.942
24;997.579;450.173
25;877.974;340.371
26;756.684;269.956
27;981.466;351.37
28;681.962;328.354
29;871.635;232.231
30;790.088;204.763
31;990.642;313.837
32;883.976;317.384
33;704.823;212.04
34;1009.17;355.858
35;1012.62;320.298
36;888.193;223.539
37;684.776;214.132
38;782.63;287.223
39;664.372;346.541
40;1426.65;385.379
41;923.792;409.282
42;860.514;231.904
43;1403.1;349.632
44;970.366;436.726
45;963.082;323.411
46;1096.04;371.962
47;911.621;297.244
48;802.647;223.943
49;1073.71;310.56
50;789.312;278.791
51;907.928;257.221
52;1078.81;208.453
53;1006.12;517.354
54;993.839;259.189
55;1002.81;495.141
56;911.451;309.014
57;1019.49;369.1
58;1120.26;307.012
59;1119;224.259
60;924.625;302.834
61;819.94;385.242
62;912.095;338.601
63;1125.72;360.617
64;1120.55;343.812
65;927.55;403.827
66;1194.19;334.956
67;1049.72;446.237
68;1018.47;454.133
69;1012.26;351.621
70;889.649;280.383
71;1121.05;410.265
72;1219.78;352.695
73;1120.69;335.375
74;884.648;266.379
75;1011.76;442.045
76;1084.82;331.309
77;1011.85;328.967
78;921.933;450.181
79;797.661;254.077
80;1209.57;233.606
81;901.929;179.861
82;920.533;124.818
83;1123.2;205.232
84;1187.38;299.513
85;792.118;157.664
86;1011.58;283.424
87;1305.3;325.747
88;825.507;248.799
89;725.39;202.457
90;1022.09;210.772
91;1101.58;415.593
92;908.297;389.227
93;1278.36;419.562
94;926.334;321.941
95;1222.83;603.688
96;805.201;327.189
97;1021.31;351.271
98;1077.33;359.077
99;1010.22;371.216
100;1103.83;292.194
101;822.124;395.507
102;797.723;246.294
103;1017.67;378.99
104;850.409;312.427
105;1025.29;456.126
106;825.372;261.046
107;821.319;326.886
108;1110.58;561.253
109;1015.82;401.414
110;913.798;328.856
111;625.292;251.727
112;1038.11;397.65
113;1118.94;415.656
114;905.705;438.652
115;1216.42;251.609
116;1217.35;506.574
117;1019.03;398.524
118;817.513;364.798
119;886.599;355.228
120;1110.85;468.584
121;1103.55;390.43
122;825.61;358.014
123;932.444;417.044
124;750.25;290.232
125;1220.26;271.15
126;1210.49;393.18
127;721.384;356.562
128;1220.35;524.042
129;1127.38;431.574
130;920.164;361.919
131;715.8;278.343
132;1124.13;468.058
133;1197.25;346.288
134;1016.13;365.362
135;1212.97;348.394
136;877.814;339.869
137;1122.06;350.779
138;809.608;265.5
139;920.676;428.729
140;1021.11;362.279
141;1208.21;273.238
142;817.557;469.712
143;897.746;340.129
144;1018.23;288.601
145;1348.49;485.082
146;517.586;145.081
147;809.818;323.25
148;795.91;243.167
149;918.399;344.578
