0;118.727;24.4744
1;218.236;68.3318
2;119.75;64.0315
3;319.327;99.4429
4;319.944;69.7811
5;219.933;94.8794
6;319.309;74.743
7;319.742;99.5814
8;219.634;69.8101
9;218.615;69.6984
10;417.378;98.2619
11;217.409;68.431
12;217.895;68.2803
13;317.306;82.8758
14;218.712;73.0184
15;218.529;93.4057
16;218.966;78.2595
17;316.826;108.666
18;117.68;52.085
19;218.234;78.0942
20;318.422;73.2669
21;216.997;52.8974
22;317.722;47.4376
23;217.076;41.9977
24;216.352;50.8161
25;215.549;56.411
26;214.236;60.2213
27;315.47;98.269
28;216.382;75.0987
29;316.463;86.3308
30;217.524;101.974
31;218.258;67.6572
32;317.909;88.6476
33;317.382;108.482
34;318.321;83.697
35;316.677;88.6872
36;516.632;97.883
37;316.583;122.608
38;318.457;113.155
39;317.052;123.485
40;317.613;118.339
41;319.164;128.813
42;220.062;99.8869
43;318.861;115.436
44;419.566;129.977
45;220.838;100.777
46;320.806;116.099
47;320.779;96.4688
48;321.409;116.557
49;221.949;116.567
50;122.236;66.8183
51;421.776;102.283
52;222.34;102.334
53;222.988;122.865
54;323;143.108
55;223.191;113.166
56;223.734;103.481
57;323.542;163.741
58;224.018;118.785
59;224.166;99.0071
60;423.684;139.009
61;223.979;88.9221
62;324.135;124.005
63;423.529;134.079
64;423.461;118.854
65;323.178;108.784
66;223.543;83.6129
67;124.002;73.7087
68;124.128;58.7155
69;224.145;118.966
70;324.017;103.84
71;224.275;99.073
72;424.159;98.8917
73;423.939;107.186
74;224.326;118.528
75;224.32;89.085
76;224.29;83.9775
77;224.436;79.1406
78;224.453;113.783
79;224.386;124.079
80;524.124;139.141
81;423.95;128.553
82;324.243;139.121
83;324.149;133.772
84;324.211;118.706
85;424.112;138.494
86;224.196;98.6978
87;224.201;98.7575
88;224.36;93.7921
89;424.241;143.637
90;324.298;133.572
91;124.481;83.5968
92;324.368;159.184
93;224.449;124.075
94;424.161;173.895
95;224.168;93.6581
96;524.166;133.739
97;224.43;123.035
98;324.397;98.7811
99;423.869;154.255
100;424.423;168.908
101;424.469;179.016
102;324.462;119.092
103;424.406;163.922
104;324.517;163.886
105;424.41;149.076
106;424.372;148.911
107;524.327;168.724
108;324.483;133.896
109;324.44;139.055
110;224.545;119.028
111;324.399;118.769
112;424.499;179.166
113;323.815;134.139
114;224.616;164.222
115;324.563;149.161
116;324.563;124.378
117;324.553;139.34
118;324.134;113.919
119;324.512;118.721
120;424.598;139.211
121;324.508;109.332
122;424.562;149.178
123;524.48;149.329
124;324.562;144.055
125;524.493;169.228
126;424.54;149.174
127;324.147;154.36
128;524.547;144.044
129;424.534;124.303
130;424.542;149.518
131;324.591;159.407
132;524.412;149.428
133;424.551;139.372
134;424.54;159.407
135;324.603;169.427
136;324.604;179.376
137;324.629;144.547
138;324.611;104.248
139;324.629;144.523
140;324.608;124.432
141;324.634;139.329
142;624.508;144.364
143;323.984;114.274
144;224.65;99.3778
145;324.614;124.152
146;324.614;109.244
147;524.468;154.18
148;224.671;104.121
149;324.615;114.056
