0;223.838;28.5183
1;424.647;163.996
2;624.336;133.248
3;624.59;299.13
4;614.286;208.475
5;624.731;153.09
6;424.639;234.246
7;624.384;199.307
8;524.729;214.479
9;324.914;199.569
10;524.873;219.638
11;624.651;197.618
12;524.917;174.741
13;524.898;189.778
14;424.941;239.827
15;524.936;264.831
16;624.922;229.85
17;724.966;254.902
18;624.915;299.912
19;724.958;324.906
20;724.935;274.897
21;624.947;249.888
22;424.813;204.8
23;724.881;304.86
24;724.856;264.852
25;624.968;319.879
26;724.951;359.885
27;524.949;309.88
28;524.888;239.682
29;724.907;289.839
30;524.909;259.842
31;724.821;294.802
32;524.954;249.786
33;724.849;254.83
34;724.877;294.829
35;724.861;284.845
36;524.916;259.852
37;724.914;324.866
38;824.859;344.842
39;624.845;334.793
40;624.786;314.809
41;624.813;294.758
42;824.876;334.805
43;524.961;279.823
44;724.827;249.816
45;624.833;369.822
46;524.846;259.819
47;624.858;294.853
48;524.859;309.839
49;524.826;299.863
50;724.828;294.82
51;624.841;279.801
52;824.85;369.845
53;724.852;289.824
54;624.866;289.834
55;624.851;239.835
56;524.894;294.852
57;524.906;304.867
58;724.88;289.872
59;624.902;254.851
60;724.851;304.866
61;624.84;359.839
62;624.854;309.816
63;524.798;264.822
64;524.845;284.811
65;624.87;324.812
66;624.863;319.824
67;724.821;324.826
68;824.865;374.811
69;624.824;349.797
70;724.828;319.811
71;624.85;279.801
72;724.83;334.827
73;624.855;274.81
74;624.88;309.834
75;524.885;294.836
76;624.916;324.826
77;524.821;289.848
78;824.812;409.823
79;524.798;294.778
80;724.808;379.773
81;524.779;244.769
82;724.833;299.742
83;624.782;294.795
84;724.862;424.798
85;624.887;259.838
86;524.905;289.873
87;624.937;269.866
88;524.931;309.899
89;624.97;339.885
90;524.96;274.908
91;524.96;299.888
92;424.953;219.919
93;624.957;299.942
94;624.885;274.89
95;624.904;379.889
96;624.879;359.872
97;724.922;444.883
98;524.955;314.924
99;524.969;229.918
100;524.955;199.946
101;624.954;314.941
102;624.932;314.933
103;624.925;299.912
104;724.921;429.912
105;624.933;414.913
106;824.931;379.92
107;524.944;279.922
108;724.947;419.936
109;624.926;334.94
110;724.927;374.93
111;724.942;354.939
112;624.939;369.928
113;924.939;409.935
114;624.939;374.923
115;624.951;399.933
116;624.93;374.932
117;624.928;379.915
118;924.932;454.922
119;824.936;374.925
120;524.929;309.907
121;724.923;429.919
122;724.955;414.919
123;824.952;364.933
124;724.93;329.933
125;624.939;404.926
126;524.921;259.92
127;624.939;384.91
128;624.929;294.931
129;724.937;449.928
130;624.928;369.929
131;724.931;464.922
132;724.937;374.924
133;924.946;489.933
134;624.93;394.926
135;724.925;409.924
136;724.942;399.924
137;624.932;409.928
138;624.924;399.921
139;624.941;334.926
140;724.937;374.937
141;624.939;374.931
142;624.927;404.937
143;724.928;379.921
144;724.93;404.927
145;824.946;374.92
146;724.917;449.926
147;724.926;399.919
148;824.928;419.917
149;724.926;419.913
