0:321.759;522.626;621.643;620.568;722.823;622.747;522.839;723.044;623.023;622.959;622.834;923.489;823.135;1021.77;923.186;823.507;1021.6;1023.43;923.451;923.964;923.868;923.289;923.705;923.821;824.484;924.314;924.301;924.446;924.42;1024.04;824.692;924.779;824.726;924.77;824.66;924.634;924.729;924.586;1024.28;1024.83;924.881;724.885;924.862;1023.4;1023.53;924.836;824.874;1020.01;924.896;924.92;1018.01;1021.62;924.939;924.877;1023.29;1024.73;924.953;824.951;924.965;924.966;924.971;924.956;924.974;1020.74;1018.37;924.959;924.962;824.96;824.963;924.973;924.972;1019.33;924.963;924.963;924.968;924.966;1023.72;1021.17;924.972;1019.29;1024.63;924.967;1024.13;924.977;824.986;924.987;724.99;824.988;1020.09;924.985;924.991;824.992;924.989;924.982;924.982;824.988;824.988;1020.43;924.987;1024.73;924.992;1024.29;824.989;1024.94;824.987;924.993;924.998;1020.14;924.991;924.995;924.992;924.993;924.991;924.993;824.994;824.988;824.996;924.997;924.995;1017.35;
1:223.632;724.12;1023.99;924.11;824.168;824.031;724.124;924.231;924.088;824.527;1021.48;924.605;824.399;824.681;824.62;824.662;924.585;824.732;1023.88;1024.44;1024.23;924.837;824.671;924.438;924.809;924.756;924.727;1022.76;924.701;824.872;1023.76;1023.24;924.776;924.901;924.912;924.9;924.921;824.928;924.933;824.967;924.965;1023.87;1011.68;924.941;824.969;824.976;924.973;924.973;1022.63;924.969;924.979;924.982;824.978;924.975;924.985;1021.64;824.99;924.987;824.984;824.989;924.989;924.99;1024.84;924.984;1021.43;824.986;924.99;924.99;924.993;1023.38;924.995;824.991;924.997;1019.09;924.991;924.99;1023.79;824.993;1019.8;924.991;924.992;924.991;924.994;924.99;924.99;924.994;1024.14;1021.35;924.995;824.995;724.994;1023.24;924.996;1024.09;1020.89;924.997;824.998;1016.4;924.997;924.998;1022.45;824.998;1022.35;1021.45;1019.05;924.999;1024.7;1018.2;924.999;1023.95;1019.7;1022.6;1021.05;924.999;824.999;924.999;1025;924.999;924.999;924.999;
2:223.239;416.684;518.551;518.379;420.777;519.466;515.293;421.528;719.934;624.983;420.137;517.987;520.422;614.808;416.629;613.944;615.834;620.647;520.075;520.141;720.218;619.193;719.886;519.534;519.681;620.868;522.95;722.887;723.668;720.633;619.144;423.39;622.415;622.902;823.288;621.326;723.165;723.003;522.439;622.54;622.877;722.096;722.247;823.039;722.994;823.156;921.49;920.752;819.228;822.543;821.242;818.287;822.87;822.624;722.801;822.83;723.286;823.703;723.373;722.914;823.773;923.285;723.441;823.769;923.092;822.911;922.992;823.255;923.836;922.757;724.122;723.099;723.483;723.767;923.567;923.629;923.985;923.582;1016.91;923.769;823.941;923.976;924.504;824.387;924.256;1016.84;824.413;924.519;924.07;923.983;923.685;724.401;824.427;724.506;924.372;1024.24;1023.69;1023.25;924.519;1018.96;1017.88;924.519;1020.83;1019.6;924.363;924.575;1017.55;924.682;924.653;924.352;1024.06;724.695;924.523;924.54;924.529;924.767;724.819;924.69;924.731;824.809;
3:224.804;407.398;508.568;209.707;310.169;407.59;312.008;408.84;312.654;413.459;511.966;513.752;314.522;424.967;519.176;419.682;617.222;516.512;615.982;420.303;418.667;421.088;620.897;420.637;420.551;420.529;520.6;420.742;420.354;619.773;420.176;721.257;420.611;522.018;422.354;521.113;421.506;721.455;520.951;522.518;323.248;522.212;622.098;323.351;622.308;522.652;523.706;523.79;523.828;424.001;623.729;724.271;524.19;713.594;614.47;814.358;714.25;615.286;817.465;817.509;819.384;818.357;820.953;918.378;818.446;822.054;1019.42;920.232;1016.17;919.676;1020.85;919.674;720.563;1018.66;919.588;1013.42;821.209;621.891;722.024;822.038;821.857;822.162;922.034;1017.49;723.079;822.267;922.283;922.809;923.26;823.239;923.295;923.179;1023.32;923.372;823.635;923.742;823.801;823.56;823.783;923.55;824.214;924.333;1023.43;824.206;923.995;823.821;824.037;924.501;924.241;924.538;823.995;923.936;1018.96;1019.29;724.443;1018.09;824.445;1020.6;824.537;1018.57;
4:524.49;624.638;724.748;624.742;624.727;424.805;424.828;524.862;424.976;824.68;724.976;824.974;724.976;924.961;824.974;724.975;824.967;824.972;824.981;924.978;624.978;924.987;724.975;724.99;924.98;1024.97;824.981;924.972;724.992;1020.97;924.991;824.984;924.982;824.975;824.972;924.968;724.99;824.981;1020.89;1019.64;1018.13;824.987;824.981;824.987;924.984;924.987;1024.18;1019.34;824.984;724.982;924.982;724.99;1017.79;824.99;924.991;924.971;1021.02;924.983;724.987;924.991;724.991;624.991;824.986;824.989;824.991;924.992;824.987;924.988;924.99;924.99;824.989;724.991;824.996;724.997;924.996;924.993;1018.59;1018.38;724.995;924.993;924.979;824.991;924.992;824.992;824.989;924.976;824.981;724.983;924.983;824.989;824.986;924.986;924.986;924.992;824.991;924.995;824.993;924.986;924.992;924.988;924.993;1017.99;1023.59;824.993;1022.35;924.997;1022.85;1024.79;1024.59;924.994;824.996;924.992;824.997;924.995;724.996;1024.95;724.997;924.995;1024.39;924.996;
5:420.691;520.654;913.525;720.11;710.155;718.768;720.215;622.581;722.527;821.998;822.659;1014.2;823.58;723.553;723.457;823.209;623.599;823.311;723.839;823.864;923.898;823.966;923.921;823.999;823.922;623.792;724.053;923.893;824.103;724.159;824.169;824.174;823.908;824.272;724.281;924.248;724.447;824.505;724.521;824.624;824.514;924.55;724.619;724.724;724.758;824.581;824.735;924.55;824.619;1018.38;724.736;824.726;924.748;924.423;924.554;824.389;824.353;724.65;824.597;824.071;824.259;824.224;824.022;824.193;823.944;923.828;923.806;723.56;824.609;724.552;824.507;824.707;724.658;724.788;1020.95;1021.21;824.822;824.791;724.872;824.769;824.785;824.837;924.742;724.707;824.62;824.747;824.685;824.48;824.696;924.653;824.737;824.485;924.669;724.473;1017.48;824.654;824.577;824.624;824.638;824.696;824.583;924.605;924.517;924.452;924.521;724.697;824.579;924.501;824.753;924.786;824.792;1023.39;724.853;824.875;924.859;824.952;924.819;1020.5;924.944;824.926;
6:224.726;324.774;424.756;824.652;424.745;724.697;522.917;424.749;724.771;624.677;624.843;524.686;524.869;524.867;424.868;724.894;523.779;624.846;1021.68;824.65;824.674;724.932;824.599;824.752;824.834;1022.67;924.373;824.935;623.975;824.854;724.123;724.717;924.449;724.726;923.935;1023.49;1010.89;723.782;724.737;924.416;724.854;824.869;824.696;824.88;924.532;824.884;924.093;824.536;924.84;824.522;724.487;924.882;924.692;824.86;724.047;724.178;924.83;724.846;824.925;724.904;924.806;824.933;924.941;724.94;624.627;1024.6;824.83;824.922;824.901;924.737;824.783;824.747;924.882;824.922;824.906;824.95;824.907;824.727;924.928;824.668;924.702;724.923;1019.74;924.93;724.934;824.947;924.945;1015.25;824.659;924.781;924.517;724.936;624.935;824.957;824.962;724.969;824.953;724.966;824.962;724.963;824.954;824.962;924.966;724.953;824.96;824.888;924.751;1013.84;924.873;824.962;1021.87;824.971;924.967;1018.32;924.817;1019.81;824.978;924.625;924.878;824.969;
7:224.929;416.656;1014.55;715.76;716.966;717.79;814.353;814.534;719.019;1013.89;616.594;812.446;920.554;921.441;1020.06;920.443;921.493;921.73;920.433;821.34;921.173;1018.52;722.487;821.173;821.257;722.935;921.791;821.338;923.307;1017.99;1022.86;921.952;822.337;922.324;822.831;922.98;1017.99;922.497;1020.52;1021.86;1014.77;922.753;923.479;923.934;924.054;924.2;823.359;823.941;724.4;824.411;1023.35;824.297;1021.97;924.406;1023.21;1014.74;1024.32;1024.11;924.63;924.636;1022.27;924.757;924.761;924.791;1021.41;924.798;1023.83;924.784;924.857;924.841;1023.51;924.783;924.876;1020.46;924.875;1021.51;924.844;1023.89;924.879;924.839;1023.31;924.875;1017.19;924.824;1013.99;924.866;924.788;824.867;924.89;1015.06;1019.86;1024.56;1021.84;1024.23;924.913;1024.75;1022.79;1023.4;1023.35;924.954;924.956;1023.15;924.953;824.961;924.963;924.96;924.96;824.963;1011.28;924.976;1014.48;924.961;924.974;924.959;924.96;1022.67;924.941;1023.65;924.949;924.963;
8:224.428;720.596;720.672;618.739;721.165;720.842;821.255;722.785;822.852;722.826;822.353;922.822;823.102;723.548;922.807;822.628;922.715;723.855;923.051;823.888;823.656;923.651;823.852;923.527;1022.11;724.198;824.299;724.16;723.886;924.057;924.189;823.879;724.383;1017.55;824.323;1021.1;824.316;924.187;924.669;824.744;924.672;824.639;924.717;924.701;924.759;924.808;924.723;924.79;924.796;824.732;924.695;824.765;1024.57;824.921;824.9;924.941;824.707;824.762;824.781;824.676;724.691;824.463;924.675;824.627;824.791;824.742;924.661;924.695;824.821;824.807;924.821;1024.35;824.68;824.881;824.511;924.857;924.889;824.892;1019.67;924.852;824.925;724.934;924.94;824.93;924.946;724.795;724.842;824.881;824.812;824.858;824.904;924.778;924.852;924.861;824.804;924.806;924.825;824.869;724.875;1017.77;924.747;824.863;924.815;824.828;824.811;724.853;824.899;824.909;824.883;924.867;824.852;824.936;924.911;1021.06;924.946;924.94;824.944;724.947;724.915;824.821;
9:224.918;414.85;409.465;613.695;407.952;517.453;509.646;515.172;512.759;516.657;615.756;516.649;617.162;715.749;816.638;815.533;718.129;818.079;818.862;917.481;918.078;618.059;816.989;718.312;719.172;718.073;718.354;817.259;618.163;819.374;818.911;819.764;818.058;718.79;917.708;921.383;717.119;822.238;820.917;920.084;719.886;721.036;1012.02;1018.9;1017.41;920.521;821.048;920.324;919.472;922.356;822.232;822.919;923.011;723.278;923.239;923.371;922.77;823.095;922.827;922.97;922.753;924.103;922.756;923.962;923.911;923.74;824.071;923.913;1022.34;1021.19;922.978;824.304;923.986;924.459;724.299;1021.3;824.337;824.283;1022.09;924.374;1016.11;923.926;924.454;1020.8;924.157;924.347;924.306;924.363;924.335;1020.44;824.385;924.305;924.696;923.991;923.914;1023.48;1023.92;724.801;1017.73;1024.4;924.694;924.795;824.832;824.849;1021.99;924.792;924.775;924.739;1020.88;824.785;924.849;824.809;924.794;1019.25;1021.18;724.821;824.818;824.865;924.861;924.888;
