0;154.109
1;211.661
2;224.111
3;256.351
4;252.191
5;249.225
6;276.523
7;274.628
8;299.013
9;274.035
10;288.383
11;285.443
12;276.784
13;286.879
14;274.787
15;287.117
16;278.073
17;289.885
18;302.947
19;292.34
20;312.722
21;307.711
22;291.008
23;313.976
24;298.947
25;313.481
26;301.876
27;311.713
28;333.536
29;311.831
30;306.865
31;308.994
32;324.264
33;337.088
34;347.426
35;322.53
36;332.211
37;338.689
38;321.458
39;315.045
40;315.171
41;327.395
42;354.236
43;330.312
44;322.633
45;325.096
46;330.209
47;347.246
48;333.352
49;345.983
50;337.983
51;356.968
52;355.004
53;328.24
54;335.787
55;333.009
56;327.772
57;317.973
58;335.594
59;355.581
60;363.594
61;350.486
62;362.961
63;330.234
64;351.075
65;368.077
66;370.089
67;334.01
68;369.879
69;361.341
70;356.294
71;356.388
72;363.838
73;338.662
74;370.02
75;378.089
76;363.428
77;371.364
78;359.125
79;355.458
80;387.844
81;353.513
82;364.284
83;357.458
84;338.895
85;363.867
86;346.072
87;366.646
88;357.491
89;341.268
90;347.102
91;365.807
92;362.468
93;350.843
94;351.553
95;366.459
96;370.457
97;355.875
98;361.958
99;361.181
100;381.739
101;351.678
102;359.405
103;363.231
104;346.393
105;363.07
106;345.865
107;367.994
108;355.24
109;378.068
110;374.775
111;376.26
112;380.951
113;356.256
114;376.769
115;385.564
116;340.052
117;350.899
118;369.024
119;365.723
