0;0.56
1;0.715
2;1.14
3;1.4
4;1.49
5;1.67
6;1.83
7;1.875
8;2.125
9;2.19
10;2.4
11;2.43
12;2.455
13;2.52
14;2.91
15;2.63
16;3.14
17;3.07
18;3.365
19;3.24
20;3.115
21;3.165
22;3.07
23;3.54
24;3.445
25;3.27
26;3.68
27;3.595
28;3.345
29;3.57
30;3.505
31;3.69
32;3.58
33;3.725
34;3.975
35;4.05
36;3.815
37;3.915
38;4.09
39;4.265
40;4.37
41;4.34
42;3.96
43;4.18
44;4.24
45;4.16
46;4.155
47;4.08
48;4.075
49;4.135
50;4.22
51;4.19
52;3.895
53;4.04
54;4.16
55;4.175
56;4.14
57;4.195
58;4.39
59;4.19
60;4.515
61;4.315
62;4.25
63;4.245
64;4.25
65;4.495
66;4.275
67;4.49
68;4.53
69;4.395
70;4.3
71;4.32
72;4.165
73;4.26
74;4.22
75;4.22
76;4.13
77;4.165
78;4.2
79;4.47
80;4.335
81;4.585
82;4.605
83;4.585
84;4.32
85;4.55
86;4.225
87;4.355
88;4.505
89;4.635
90;4.45
91;4.555
92;4.5
93;4.29
94;4.27
95;4.255
96;4.18
97;4.435
98;4.335
99;4.62
100;4.53
101;4.515
102;4.375
103;4.485
104;4.435
105;4.485
106;4.215
107;4.42
108;4.315
109;4.455
110;4.42
111;4.57
112;4.655
113;4.32
114;4.65
115;4.335
116;4.73
117;4.63
118;4.69
119;4.72
