0:224.964;521.562;521.173;424.98;421.118;420.389;621.744;522.161;322.431;522.122;520.513;622.275;820.699;822.056;721.487;622.273;822.635;522.35;722.633;621.116;721.605;722.765;622.22;620.111;519.792;821.419;821.049;621.852;721.684;721.375;721.348;621.958;720.61;621.676;721.288;622.313;621.824;422.318;722.488;621.149;621.986;721.835;522.385;521.202;723.035;821.557;522.186;922.343;522.236;522.785;523.097;622.583;622.678;722.658;622.653;622.718;623.376;721.753;623.682;822.997;623.284;723.862;823.841;623.601;723.018;623.576;823.822;723.695;623.853;523.454;822.166;723.85;823.536;823.885;722.962;623.094;720.631;721.201;621.165;821.952;521.743;720.943;820.196;720.755;722.088;822.33;821.589;822.226;621.752;720.755;622.797;722.265;723.092;823.617;822.235;921.502;721.616;821.836;721.833;523.655;723.676;723.476;724.853;821.909;624.844;724.766;624.738;524.861;624.746;724.743;724.893;724.811;824.896;624.904;624.885;924.902;824.9;724.94;824.92;824.926;824.91;724.943;624.934;724.934;524.94;724.946;824.966;824.939;724.907;724.904;724.919;724.926;624.945;624.93;724.96;624.96;824.968;724.971;624.961;724.978;824.98;724.971;924.952;724.962;924.964;824.943;724.971;824.96;924.949;824.977;824.982;724.985;824.975;724.967;724.97;824.965;824.979;724.979;824.981;924.982;824.984;924.979;824.981;824.987;824.991;824.988;824.989;924.994;824.994;724.993;924.989;824.983;824.993;924.993;824.995;924.99;924.993;924.996;824.993;824.993;924.987;1022.14;924.991;724.996;924.997;824.997;824.998;924.997;924.995;924.998;824.998;924.998;924.998;824.998;824.999;924.998;924.998;924.997;924.998;924.998;
1:424.795;824.692;724.663;724.774;724.768;824.387;724.703;824.801;824.818;824.821;824.796;824.874;924.883;924.916;924.9;924.861;1022.95;924.828;924.919;724.979;824.932;1023.58;924.927;924.903;924.954;824.94;924.961;824.913;924.943;824.967;924.975;924.969;824.962;724.973;824.979;924.978;824.983;924.972;924.972;924.966;924.969;824.979;724.982;1024.02;924.969;824.972;924.983;1023.98;1024.08;1018.58;924.99;724.992;824.991;924.989;824.987;824.992;824.989;824.994;1024.49;824.982;924.996;924.997;824.986;824.981;924.985;1022.89;924.99;924.991;924.991;924.989;924.993;924.987;924.99;1023.15;824.997;824.997;1024.15;924.991;924.997;824.998;1023.8;924.971;924.994;924.996;1022.04;724.998;824.993;824.997;824.998;924.997;924.997;924.998;824.998;924.996;924.995;924.996;924.998;824.996;824.997;824.998;924.997;924.997;924.995;724.998;824.998;924.998;924.997;924.997;924.997;824.999;824.999;924.997;924.997;924.997;1023.8;924.997;924.997;1024.6;924.997;924.997;824.997;924.997;824.996;824.998;924.998;824.999;1024.6;924.999;924.998;1022.6;1024.55;924.999;1024.65;925;824.999;825;924.999;924.999;824.999;1020.65;924.999;824.999;925;924.999;924.999;925;825;925;925;825;825;925;925;825;1023.15;925;925;825;925;925;925;925;1024.7;924.801;825;825;825;925;925;825;1022.75;825;925;925;825;925;925;925;925;825;825;925;925;825;825;1017.95;925;925;825;925;925;925;725;925;925;925;925;925;925;825;
2:413.375;412.773;612.868;514.617;616.748;615.237;614.49;616.192;817.165;716.173;717.182;1015.11;919.478;819.25;718.964;717.509;820.184;919.255;719.618;619.506;720.444;721.034;721.047;720.726;819.976;821.306;920.565;821.829;922.248;722.232;722.681;921.708;722.588;822.335;822.711;821.74;822.084;822.47;822.875;922.863;922.427;822.9;723.459;923.619;922.971;923.866;823.667;823.61;922.547;823.831;823.496;824.342;823.835;924.038;923.708;923.811;923.976;1024.18;824.309;1021.49;924.477;924.459;824.607;824.587;824.459;724.631;924.368;924.431;924.683;924.069;824.678;824.707;824.68;824.658;924.763;924.655;824.848;924.578;924.702;1024.38;724.812;924.838;924.837;1022.38;924.814;824.839;924.891;924.878;924.87;924.847;924.861;924.889;824.921;924.887;924.867;924.896;924.792;924.873;924.856;1022.56;924.916;924.911;924.91;1024.32;924.917;1023.93;924.946;924.957;924.925;924.945;924.923;1024.88;824.92;1020.93;1015.76;1024.9;924.967;724.962;924.967;1023.16;1020.38;824.969;924.97;924.967;1022.33;924.971;1022.94;824.971;924.939;824.987;924.985;924.956;924.953;924.962;924.973;824.979;924.965;924.976;824.972;924.981;924.972;924.973;1019.37;924.987;1024.36;824.989;924.985;1023.58;924.985;924.988;924.991;924.994;924.994;1013.25;924.992;824.995;1023.7;1023.13;924.997;1024.54;924.993;1020.85;924.997;924.996;924.996;924.995;924.998;924.997;924.997;824.996;1024.35;924.998;924.998;924.998;924.998;824.998;1022.95;824.997;924.998;924.998;924.999;1023.2;1019.75;924.999;1018.2;824.999;924.997;824.999;924.999;924.998;924.999;924.999;924.999;924.999;924.999;924.999;1024.7;825;825;1024.35;
3:322.185;422.019;520.068;420.864;821.82;620.956;521.395;622.462;523.158;521.335;622.587;723.441;523.886;623.62;623.708;724.125;723.744;523.622;524.133;824.135;723.825;624.322;624.541;524.376;824.449;624.42;623.851;624.518;724.64;723.65;624.365;624.518;624.572;624.496;624.666;824.791;624.837;724.831;724.811;724.783;624.822;624.851;624.723;724.831;824.913;724.899;724.929;524.946;724.907;624.936;624.949;624.961;524.962;624.955;624.954;624.959;724.961;924.93;724.973;724.963;724.981;724.981;724.977;724.984;924.971;524.99;924.971;824.964;824.96;824.971;824.961;624.99;824.99;624.991;724.989;724.992;824.992;824.992;724.993;724.993;824.994;724.994;624.996;724.997;824.996;824.994;824.995;724.995;824.995;824.992;824.996;724.995;724.995;724.996;724.995;724.997;724.996;724.997;824.997;824.997;724.998;824.997;724.998;924.997;924.991;824.998;924.993;724.999;724.996;824.994;924.996;824.999;824.997;724.998;624.998;724.998;724.998;724.992;824.999;724.999;624.999;724.999;824.999;724.999;824.999;724.999;724.999;724.999;725;824.999;1023.05;824.999;724.999;924.999;824.998;624.999;724.999;724.999;724.999;624.999;724.999;924.998;924.999;824.998;724.999;824.998;924.999;824.999;924.999;724.999;724.999;824.999;825;625;625;625;725;825;825;825;825;825;825;725;825;925;725;725;725;825;925;725;725;825;825;825;725;825;725;725;925;825;825;825;725;825;725;725;725;725;725;825;825;725;725;725;625;725;725;925;
4:114.937;306.136;405.485;424.023;309.464;223.919;307.76;507.476;524.631;324.678;424.709;524.689;824.792;524.97;624.977;824.974;824.968;824.98;924.976;924.962;824.992;924.967;824.988;924.981;1024.88;1024.14;924.981;924.991;1022.94;924.983;924.982;924.984;924.983;824.99;924.985;1023.64;924.984;1020.05;824.977;924.989;924.986;824.985;924.993;924.997;1017.2;924.987;924.988;924.992;924.992;924.993;1022.59;924.987;924.99;924.994;1017.24;924.991;924.992;824.99;824.995;1024.64;924.995;924.992;1023.04;824.996;924.996;924.995;924.996;924.995;1023.75;924.996;924.998;924.997;1020.4;1021.05;924.996;824.998;924.996;824.997;1021.95;1022.05;924.997;1024.8;924.998;924.999;924.998;924.999;1024.35;924.999;924.999;824.999;925;1020.55;1021.25;924.999;824.889;924.999;1022.7;824.999;925;825;925;825;925;1022.65;825;925;925;825;925;1018.75;925;1021.65;825;825;825;1016.95;925;925;925;825;925;825;925;925;1023.5;725;825;825;924.999;1023.6;925;924.999;1023.9;1023.5;924.999;925;924.999;925;925;1023.55;925;1023.25;825;1019.4;1022.25;925;1023.25;925;1022.6;925;925;825;925;1020.95;1020.7;925;925;925;925;925;1023.05;925;925;925;925;1023.7;925;1024.25;925;925;925;825;925;925;925;925;1023.2;825;1024.95;825;925;925;925;825;925;925;1023.9;1019.35;1024.75;1019.25;925;925;1025;1025;925;925;825;925;1020.4;825;
5:422.724;322.772;422.588;522.026;519.209;324.234;522.225;423.11;423.149;323.922;423.226;416.167;717.306;514.239;523.844;516.336;321.333;418.552;413.968;520.778;818.23;418.927;519.745;620.585;721.753;420.832;522.612;523.065;622.757;523.16;523.52;722.469;623.714;623.766;624.358;623.841;724.45;523.602;524.394;624.609;723.194;723.714;624.48;824.138;524.629;624.504;624.199;624.616;723.746;724.307;824.748;724.546;624.64;724.384;724.8;824.176;724.416;724.75;723.368;624.811;824.644;724.781;723.375;724.83;824.592;524.709;624.826;924.608;724.673;724.797;724.797;824.798;724.769;724.653;824.545;724.739;724.683;724.917;624.915;724.864;724.875;724.845;724.886;824.853;724.883;824.86;724.946;824.789;724.905;724.897;724.935;724.953;724.89;724.96;724.959;824.928;724.941;924.926;824.954;724.925;824.956;924.931;724.963;824.965;824.968;824.968;924.962;824.971;624.981;924.952;724.981;624.981;1022.63;624.99;924.976;824.983;724.988;824.984;824.985;724.993;724.989;724.995;724.981;824.977;724.992;724.744;624.995;624.995;624.993;724.995;624.992;724.993;824.99;824.988;824.996;824.991;824.989;724.992;924.991;724.995;824.991;624.996;824.995;924.996;724.992;724.997;724.998;724.997;724.996;824.995;924.997;724.996;924.994;824.997;924.996;724.998;624.999;624.999;724.997;824.998;724.999;824.998;824.999;624.999;824.999;825;724.999;724.999;725;725;824.999;724.999;725;625;724.999;824.999;824.999;625;925;725;625;625;725;625;725;825;824.999;824.999;925;925;1024.05;825;825;725;825;1023.45;825;725;725;725;
6:622.497;622.304;622.883;823.026;523.322;623.833;723.599;623.941;724.021;723.998;624.643;524.594;724.402;724.239;724.467;624.688;824.907;824.873;724.73;624.888;724.912;724.629;724.875;824.858;724.938;824.895;724.925;824.938;824.914;724.913;824.956;724.911;724.934;724.964;824.961;724.942;724.972;824.972;924.95;724.981;924.985;824.982;924.961;824.963;724.975;824.984;824.986;724.987;724.986;824.989;824.984;724.988;924.977;624.98;824.985;824.981;724.996;724.992;724.984;724.991;624.989;724.986;624.989;724.992;824.992;724.995;624.994;824.994;824.995;724.997;824.996;724.993;824.995;624.997;724.99;724.996;924.994;924.997;724.995;724.994;924.994;624.992;824.996;824.996;824.99;824.997;824.995;724.995;824.995;824.993;824.994;724.998;824.997;924.996;824.995;824.998;724.994;724.998;724.998;1024.89;1024.99;924.997;824.998;924.997;924.996;924.997;824.998;724.997;824.999;824.999;824.999;924.999;924.999;924.999;825;825;825;825;725;824.999;925;725;1021.75;824.999;825;924.999;825;825;925;924.999;925;825;725;1023.1;825;725;925;925;825;825;925;825;1023.25;825;825;925;825;925;925;925;825;725;925;925;825;1021.05;925;825;925;1023.25;725;925;925;825;925;825;1019.55;925;925;925;925;925;825;825;825;825;1021.6;925;825;925;925;1023.45;925;925;825;925;925;825;825;925;925;925;925;825;825;825;925;925;1022.15;825;
7:210.099;221.032;323.481;421.188;715.772;311.734;414.144;415.826;415.516;416.418;624.177;413.022;411.311;513.814;524.096;423.058;623.717;524.589;624.341;524.084;512.862;424.388;624.796;324.6;324.839;524.44;724.726;424.728;524.831;524.836;524.831;724.872;524.87;524.822;624.847;624.882;724.862;724.844;524.905;624.858;724.88;524.853;624.834;524.883;524.845;624.882;724.872;724.843;624.852;824.935;724.865;624.731;624.876;624.936;824.936;624.955;724.956;824.957;724.936;724.965;724.968;824.938;624.951;824.951;724.964;724.965;724.973;724.976;824.975;824.982;824.987;924.981;824.986;824.979;824.977;724.985;924.982;924.984;924.985;824.983;824.985;824.987;824.99;924.985;824.984;824.98;824.984;924.985;924.985;924.986;924.987;824.988;924.99;824.99;924.989;924.988;824.99;824.99;824.99;924.987;924.986;824.994;924.989;824.989;924.989;824.994;824.99;924.991;924.993;824.995;924.978;824.993;824.995;924.993;724.995;924.992;924.996;1024.7;924.998;924.997;1025;924.998;1021.6;924.998;824.999;924.999;1024.45;924.998;1018.4;924.999;924.998;924.999;724.999;824.999;924.999;1024.15;825;825;825;924.999;925;725;825;925;925;925;925;925;925;925;925;825;925;825;925;925;925;825;925;925;925;825;1022.1;925;1019.95;925;825;925;925;925;825;825;725;925;825;925;825;925;1023.95;825;925;825;925;925;825;1024.65;925;1024.55;825;925;825;825;825;825;925;925;825;925;925;925;
8:124.755;824.792;524.781;424.721;724.844;424.804;724.838;724.905;624.887;524.909;622.699;824.913;724.89;624.895;524.933;724.933;424.928;424.837;524.951;724.454;624.634;524.669;724.223;724.65;624.479;724.509;824.326;824.444;824.477;1021.54;824.471;824.426;924.489;924.729;724.736;1022.53;824.641;924.532;724.826;824.347;724.775;924.729;724.77;824.814;824.831;824.791;924.893;924.889;824.901;824.887;824.898;924.892;824.927;924.918;824.9;824.946;924.931;724.944;924.888;724.946;724.949;924.919;824.948;924.941;924.954;924.963;824.967;924.972;924.969;1024.98;824.978;924.978;824.986;824.984;924.99;924.983;824.989;1022.58;824.987;824.987;1023.44;824.986;724.988;924.986;924.99;924.983;924.985;1024.73;924.984;824.988;924.991;1016.54;924.986;824.992;924.99;824.993;1024.09;924.992;924.993;924.993;924.995;824.993;924.993;924.994;824.994;924.991;1024.99;924.986;824.994;924.994;924.995;924.995;924.989;924.99;924.993;924.983;924.995;824.994;924.995;1024.54;924.995;924.994;824.997;924.991;924.997;924.997;1024.7;1019.05;1021.8;924.999;824.999;924.999;1021.1;924.999;924.997;1024.85;824.999;724.999;924.999;1024.55;825;824.999;1021.45;1024.3;1024.8;924.999;924.999;925;825;925;925;825;825;1020.95;825;925;925;925;1017.95;1023.05;925;925;825;1018.5;925;925;825;925;1023.15;925;925;825;1023.15;925;1022.85;925;1023.55;1023.3;925;1024.1;1020.75;925;925;825;825;825;925;925;925;825;825;925;825;1021.15;825;925;925;925;925;825;
9:324.816;322.767;623.308;423.101;624.819;424.74;524.694;424.909;824.695;624.741;624.883;424.589;624.591;624.828;624.608;724.902;624.659;424.807;624.765;724.925;824.873;824.858;824.866;724.805;924.912;824.885;724.925;824.737;824.887;824.768;824.777;924.886;924.77;1024.36;724.661;724.811;724.701;924.697;724.795;924.713;1022.24;924.728;924.823;724.831;824.851;824.885;1023.35;924.852;924.8;824.743;924.856;924.718;924.464;824.915;924.642;924.758;924.803;824.812;824.868;924.933;1022.29;924.811;1023.34;1018.61;1016.01;924.771;924.856;924.917;924.869;1022.52;724.817;1015.17;924.885;824.95;924.805;924.755;924.717;924.702;824.818;1020.44;824.853;924.841;1024.36;924.857;924.878;924.851;924.914;824.883;924.864;924.86;1022.45;924.893;1024.91;1022.01;1021.29;924.938;1021.88;924.934;924.955;924.947;924.952;1019.61;924.91;924.897;924.958;924.947;1023.06;924.97;924.973;824.977;1022.53;1023.56;824.968;924.986;924.96;1022.06;1023.62;924.967;824.976;924.959;1022.87;824.968;824.97;1024.61;824.97;924.934;1022.91;924.971;924.976;824.983;924.963;824.977;924.973;824.97;924.973;1021.91;924.96;924.952;924.958;824.972;1023.94;1023.83;924.991;824.981;824.979;724.965;924.974;724.983;824.952;824.978;824.98;824.974;924.974;924.985;924.976;924.976;1023.88;924.975;824.978;924.979;824.969;924.968;924.962;1023.36;924.969;824.98;1020.83;1022.83;924.977;924.99;924.968;824.987;724.979;924.979;924.991;924.985;924.99;824.984;1020.62;1024.83;1022.52;824.96;924.977;924.989;924.969;1020.09;924.989;1023.24;924.988;1024.29;1024.84;924.99;924.993;924.99;924.992;1024.98;1022.79;924.984;1019.69;1024.98;
