13:324.848;824.817;724.844;924.717;824.741;824.775;824.929;924.884;824.93;824.905;824.927;1022.19;924.949;924.853;924.941;1021.28;924.965;1024.74;924.935;924.963;
14:211.237;524.691;224.663;324.601;424.13;324.722;524.789;424.571;424.646;524.616;424.763;424.826;424.801;524.735;724.765;524.8;524.701;424.806;524.621;524.768;
15:218.785;523.229;523.83;623.098;523.132;722.832;722.824;723.466;822.269;822.865;823.292;722.599;722.568;823.365;624.017;723.867;723.418;624.059;723.428;822.764;
16:222.062;315.477;522.753;823.566;623.53;723.613;723.962;624.011;723.654;823.785;823.54;822.828;922.277;724.305;823.308;823.963;924.013;923.816;824.369;824.448;
17:424.945;424.943;524.949;624.963;724.95;824.954;824.897;824.966;824.955;724.955;724.958;724.967;724.932;824.947;824.848;824.955;724.963;824.961;824.961;824.929;
18:324.757;311.879;413.342;515.27;514.118;513.324;414.646;614.985;613.864;512.638;512.838;617.129;517.524;613.831;516.778;418.42;418.434;618.868;520.769;620.178;
19:518.596;519.141;421.524;516.982;520.597;617.005;420.429;617.479;517.665;518.857;522.711;614.254;720.809;719.463;618.368;720.062;715.842;720.185;620.691;618.54;
20:224.441;215.16;124.973;124.976;212.9;415.675;215.552;511.352;610.232;415.249;512.861;418.025;610.003;509.781;716.55;514.981;518.557;519.192;511.221;610.628;
21:209.121;523.663;723.823;824.014;823.291;823.374;824.251;924.266;924.657;824.811;924.814;924.826;824.823;924.831;924.865;924.89;1018.66;924.903;924.912;924.92;
22:323.862;423.92;523.852;624.032;823.762;824.059;724.13;724.168;824.14;824.243;924.065;824.085;824.358;924.4;824.182;1024.3;824.686;924.726;924.748;824.485;
23:123.514;515.476;314.982;718.053;410.019;413.344;520.379;420.297;520.306;518.774;420.278;319.792;417.61;623.015;523.783;523.588;717.227;616.397;623.539;623.329;
24:616.429;417.887;517.032;919.317;619.625;819.521;819.542;719.432;819.823;819.964;819.935;820.085;821.548;921.565;1021.44;822.773;922.837;823.62;723.695;923.427;
25:321.154;412.77;422.97;321.438;519.252;520.371;523.01;513.773;713.822;615.127;515.632;518.075;613.462;617.753;716.623;617.9;720.234;621.057;717.714;620.401;
26:323.281;623.281;622.993;424.066;824.238;624.115;623.611;623.815;724.238;824.092;824.099;624.005;424.201;623.746;824.271;824.217;624.16;824.253;824.166;624.433;
27:209.972;224.746;324.845;414.482;519.398;417.959;324.845;724.911;824.921;624.948;724.944;824.897;724.901;924.869;824.821;724.925;724.953;724.964;624.959;724.96;
28:314.301;615.812;321.836;722.066;619.305;822.566;423.248;622.935;521.825;522.821;423.533;623.657;522.97;523.711;523.279;523.7;622.115;723.264;1023.02;723.719;
29:424.978;323.017;524.85;624.891;924.98;924.361;824.882;724.974;824.971;824.977;924.983;724.984;924.973;824.98;924.986;1020.83;924.976;724.991;924.979;1019.94;
30:224.714;124.813;224.72;124.855;224.771;224.832;224.821;124.877;224.833;324.752;224.887;224.887;224.879;324.919;424.941;524.839;324.919;424.969;424.966;524.891;
