0;277.059
1;366.889
2;357.162
3;317.25
4;387.643
5;397.413
6;367.825
7;366.929
8;337.52
9;377.005
10;347.29
11;407.818
12;367.238
13;377.229
14;367.37
15;387.601
16;377.71
17;397.618
18;377.653
19;387.755
20;417.433
21;378.038
22;388.042
23;407.824
24;397.669
25;367.687
26;377.708
27;387.18
28;347.492
29;367.728
30;397.868
31;357.512
32;348.004
33;357.653
34;377.495
35;367.182
36;397.431
37;367.852
38;387.578
39;387.7
40;387.959
41;437.573
42;377.397
43;366.711
44;397.805
45;377.473
46;377.579
47;347.826
48;417.235
49;367.753
50;337.629
51;347.847
52;377.588
53;367.433
54;377.55
55;347.635
56;357.87
57;367.847
58;358.134
59;308.09
60;367.968
61;387.851
62;358.078
63;358.152
64;367.137
65;387.839
66;376.725
67;387.971
68;347.799
69;348.157
70;378.063
71;377.973
72;387.55
73;347.713
74;377.907
75;348.204
76;348.144
77;367.818
78;388.179
79;358.192
80;387.885
81;358.12
82;398.029
83;348.16
84;328.241
85;358.278
86;357.949
87;428.062
88;347.775
89;377.868
90;377.761
91;368.182
92;358.26
93;327.687
94;398.075
95;377.827
96;377.868
97;347.91
98;368.39
99;347.838
100;418.199
101;358.11
102;378.199
103;397.823
104;367.981
105;348.155
106;357.474
107;397.686
108;368.306
109;338.317
110;387.907
111;367.894
112;377.759
113;348.206
114;347.7
115;338.181
116;338.192
117;338.149
118;378.272
119;288.3
120;398.159
121;348.127
122;368.371
123;407.572
124;358.025
125;408.088
126;368.178
127;358.31
128;348.16
129;367.806
130;357.915
131;348.026
132;377.916
133;397.571
134;358.175
135;388.032
136;378.133
137;368.33
138;387.579
139;348.016
140;367.951
141;398.187
142;338.317
143;357.549
144;338.14
145;388.201
146;328.148
147;387.729
148;367.946
149;387.828
150;358.261
151;347.733
152;388.073
153;338.293
154;388.186
155;387.793
156;358.367
157;378.161
158;388.366
159;388.096
160;328.314
161;428.226
162;377.546
163;368.13
164;388.319
165;367.943
166;368.028
167;378.092
168;368.431
169;358.296
170;358.399
171;348.377
172;336.371
173;377.904
174;358.242
175;358.28
176;358.162
177;338.204
178;357.974
179;347.843
180;357.476
181;348.098
182;368.304
183;308.519
184;367.911
185;318.093
186;407.986
187;368.616
188;348.108
189;328.398
190;347.906
191;377.478
192;368.085
193;368.233
194;368.219
195;328.193
196;348.302
197;337.936
198;368.35
199;388.346
