0:413.712;617.044;516.706;416.908;618.024;617.092;818.593;715.579;616.347;617.072;717.765;619.071;719.032;818.841;718.469;818.737;817.638;617.899;716.875;718.264;819.245;818.06;818.219;918.763;817.617;717.954;818.281;717.596;816.815;717.444;918.426;818.333;818.198;817.945;818.331;718.241;817.919;718.59;819.221;919.276;818.278;818.78;719.13;819.756;818.653;718.442;818.948;817.813;918.163;718.585;818.408;817.315;917.952;818.544;918.204;717.56;816.877;818.244;1017.51;817.787;717.193;617.787;718.616;718.375;818.8;718.705;818.885;819.573;818.716;718.945;719.5;820.086;820.129;919.762;720.315;820.71;820.747;820.43;821.163;821.414;821.661;821.819;921.937;821.594;821.741;922.159;822.331;822.378;922.098;821.983;1018.54;922.26;822.361;922.584;1021;922.683;922.957;823.049;823.282;923.038;823.218;1021.98;1020.48;922.878;1020.3;1020.64;822.827;1019.29;922.598;922.711;822.795;922.927;922.951;923.008;923.109;923.261;923.104;923.254;823.096;922.913;1022.32;923.379;823.453;923.352;923.396;923.52;923.44;823.434;923.339;923.354;923.586;923.434;1020.5;923.563;923.752;1019.62;923.561;923.761;923.552;1023.47;923.469;923.571;923.606;923.724;923.828;823.998;923.991;1021.69;924.007;1023.54;823.772;1017.81;923.881;924.055;923.801;924.058;824.119;824.219;1023.24;924.268;924.12;1023.69;824.325;924.37;924.372;824.356;1022.91;824.419;1023.32;924.447;1023.19;1022.75;824.52;1022.96;924.557;924.5;1023.85;1023.01;1024.41;924.392;924.537;824.575;1023.91;924.556;924.681;924.673;924.69;1024.05;1020.54;1021.35;924.707;1019.15;924.695;924.704;924.721;924.728;924.712;1023.87;924.689;924.714;
1:124.979;124.993;124.988;324.971;224.977;124.969;224.992;124.99;224.981;224.985;124.987;224.978;224.965;124.993;124.993;124.988;224.99;224.992;124.992;224.97;124.997;124.992;124.991;224.987;124.993;224.977;224.994;224.973;224.986;224.988;224.987;124.991;124.998;124.998;124.998;124.995;124.998;124.997;124.998;224.993;124.996;224.985;224.993;124.996;124.987;224.996;224.988;124.99;124.997;124.992;224.958;224.959;324.973;224.975;124.982;124.994;124.995;224.982;224.97;124.992;224.985;124.984;124.997;224.982;124.985;224.986;224.99;424.933;124.986;124.995;224.973;124.99;124.988;124.986;224.982;224.988;124.991;224.974;224.979;224.98;124.992;124.99;224.993;224.952;124.995;124.99;124.99;224.979;224.982;224.99;324.983;224.984;224.985;224.99;224.985;124.991;124.995;124.991;124.995;224.989;124.993;124.995;324.988;224.994;124.992;224.972;124.995;224.987;124.983;224.987;224.977;124.987;224.982;224.971;224.98;224.984;124.994;124.99;324.983;124.991;124.996;224.988;224.979;124.993;124.993;324.986;324.986;124.996;224.991;224.99;124.996;224.992;124.994;224.987;324.976;424.979;224.99;224.992;224.995;224.991;224.991;124.991;324.986;224.993;224.989;324.996;224.996;224.989;224.99;124.996;224.993;224.99;224.994;124.995;324.985;124.993;124.995;224.992;124.995;224.991;124.995;224.993;224.994;224.992;324.993;224.983;124.996;324.993;224.993;324.991;324.991;224.989;224.995;124.997;224.996;224.995;124.998;224.993;224.995;224.995;224.993;224.996;324.991;324.995;124.997;324.995;224.997;224.998;124.997;124.999;224.995;124.999;224.998;224.995;324.997;224.999;224.998;224.997;324.997;224.998;
2:221.215;421.271;121.615;121.687;221.608;122.032;221.882;122.185;123.643;222.597;123.675;221.982;24.0118;123.897;123.614;24.2316;222.97;124.189;124.262;123.793;123.892;223.32;123.834;123.813;223.662;124.351;223.676;24.4666;123.693;123.735;124.014;24.5303;123.801;123.969;124.466;124.428;124.434;24.5024;124.064;24.6018;124.205;124.649;24.7066;24.7574;24.7807;124.675;24.8251;24.8382;124.834;124.646;124.71;24.8827;124.879;24.8864;124.874;124.707;124.87;124.697;124.753;24.8945;124.892;224.787;224.894;124.884;124.89;124.864;24.8871;124.79;124.894;124.902;124.913;124.908;124.736;124.889;24.9218;124.927;124.926;124.936;24.9452;124.944;124.95;24.9553;124.835;124.849;24.9603;124.96;24.9658;124.878;24.9667;24.9716;224.888;124.971;24.9775;224.914;124.973;24.9789;24.9805;24.98;124.978;224.975;224.897;24.9759;124.972;124.895;124.976;124.974;124.973;24.9774;124.977;24.9787;24.9795;124.981;124.978;124.978;124.974;124.973;24.977;124.971;224.973;24.9768;124.962;124.95;124.882;24.982;124.967;24.9834;124.98;124.941;124.985;124.976;24.9867;224.822;224.91;124.983;124.984;124.982;124.982;124.976;124.902;224.762;124.98;124.918;124.977;24.9832;124.895;124.966;224.982;124.984;224.56;124.984;24.9868;124.984;124.933;124.984;124.985;124.986;124.922;124.973;124.983;124.983;124.955;224.382;124.985;124.955;124.983;124.986;24.9892;224.984;124.986;24.9888;324.85;124.986;124.925;124.987;124.986;124.986;124.888;124.921;224.85;224.92;124.984;124.986;224.933;124.985;124.943;124.909;224.986;124.945;124.987;224.926;24.9874;124.988;124.991;24.9912;124.99;24.9915;124.98;124.981;124.988;124.979;
3:524.614;324.689;424.647;424.604;324.558;324.656;324.694;324.788;324.751;424.799;424.794;424.787;524.769;424.814;424.817;324.838;524.797;524.714;624.617;424.782;424.696;424.691;624.698;424.613;324.777;424.745;324.746;524.559;624.613;324.778;524.748;424.727;424.782;524.683;524.78;524.662;424.754;424.742;524.827;424.833;424.828;424.797;424.84;524.837;724.86;524.832;424.77;524.854;424.854;724.812;524.766;524.826;624.756;424.766;624.779;524.805;524.801;524.814;524.811;724.784;524.789;524.791;724.732;624.798;624.839;724.843;624.739;624.77;524.859;624.843;524.779;824.798;724.871;624.887;524.885;624.904;724.899;724.893;624.89;624.856;624.892;624.853;624.861;424.884;424.821;424.9;424.913;524.911;524.915;424.886;624.903;524.89;624.875;624.925;424.915;624.938;524.859;524.939;724.944;524.939;624.952;624.946;724.931;724.892;624.92;724.904;824.904;724.916;724.928;724.941;724.92;824.898;624.955;524.909;724.932;724.927;824.956;824.953;724.96;624.967;624.969;924.962;624.962;724.966;824.969;724.975;724.973;924.972;724.971;924.964;924.958;724.97;724.978;624.972;724.971;724.97;824.953;724.934;724.947;724.951;624.944;824.95;724.969;724.967;824.963;624.956;724.953;924.932;824.94;624.976;624.967;824.964;724.969;824.969;824.977;824.96;624.972;624.977;724.967;924.954;824.962;824.974;824.965;824.981;824.974;824.981;724.975;724.983;724.986;724.98;824.977;924.971;724.939;624.964;724.975;724.962;624.979;624.975;824.961;824.958;824.971;724.98;824.958;824.955;724.956;724.953;724.952;724.963;724.968;824.971;824.949;724.963;724.97;824.967;724.972;824.958;824.957;824.948;824.957;824.953;
4:321.223;622.962;622.561;622.893;722.981;423.085;722.993;623.072;622.968;523.342;622.913;723.316;822.809;723.482;623.46;523.373;723.804;723.161;623.772;723.378;623.277;623.529;623.909;723.154;623.847;522.906;723.168;523.603;323.847;623.698;423.89;423.635;523.563;523.682;522.885;423.598;323.433;423.434;523.515;624.158;523.625;524.154;724.114;623.757;323.303;423.142;423.882;423.903;523.25;423.939;523.967;423.754;623.253;623.894;623.925;523.904;323.939;723.85;623.857;524.024;723.64;623.795;723.38;523.876;723.615;823.663;623.63;723.925;723.077;423.616;623.522;423.553;423.862;524.049;623.684;423.207;524.018;523.051;523.524;423.413;623.732;523.983;323.496;523.824;523.456;523.933;523.356;623.683;523.518;623.764;423.557;623.175;623.762;423.74;623.599;823.337;723.706;723.817;722.959;823.573;623.12;823.554;723.53;723.34;822.36;723.597;723.404;523.493;823.487;623.81;523.869;823.621;624.002;624.294;623.784;524.216;523.892;424.266;523.714;724.25;724.141;523.928;724.059;624.068;523.725;523.873;624.1;723.846;724.064;624.192;623.946;723.947;523.983;624.078;823.921;523.852;823.6;523.09;720.772;722.729;423.109;623.633;623.608;623.381;723.526;722.89;621.919;622.775;622.536;623.355;523.029;523.123;523.222;422.75;523.372;523.451;623.451;923.23;423.613;523.406;523.367;623.692;623.619;523.57;423.522;523.627;523.663;323.404;622.835;621.565;522.547;523.009;623.084;623.664;423.665;623.698;623.336;623.851;423.852;523.938;523.914;524.106;523.665;523.967;524.13;723.955;624.355;523.781;724.056;424.251;624.112;623.922;724.197;623.432;624.054;624.213;624.153;624.104;621.372;523.918;
5:514.756;514.303;414.933;415.714;516.943;614.884;616.879;517.135;516.775;717.015;616.789;517.321;517.408;618.843;518.532;418.405;719.344;718.564;519.48;518.96;619.545;520.327;620.097;720.63;721.081;721.445;621.196;620.985;621.33;522.369;822.061;621.589;621.754;621.63;721.688;521.742;722.073;721.726;622.078;722.29;722.175;622.649;622.616;722.883;822.774;723.039;823.018;822.92;722.761;722.965;622.828;722.698;722.402;722.251;722.728;622.346;922.836;622.649;822.616;723.043;622.975;722.864;822.665;823.087;722.355;722.848;522.708;621.107;722.592;522.63;522.809;522.616;522.661;722.634;722.625;622.821;622.985;823.023;623.22;623.477;523.837;523.671;523.261;523.622;523.713;823.841;623.523;523.678;623.933;723.77;523.829;623.884;723.705;723.758;622.661;523.344;523.111;523.127;523.553;523.54;623.612;623.526;523.501;523.226;523.447;523.668;523.464;623.587;623.635;623.647;523.697;623.633;723.752;723.97;623.826;623.763;723.99;724.03;624.113;724.026;723.873;624.11;823.98;823.817;823.96;924.031;923.806;823.943;823.853;823.63;623.735;923.853;723.605;723.543;723.859;723.733;523.675;723.878;924.099;723.91;724.072;824.232;624.409;924.36;924.382;724.42;724.398;624.473;624.513;824.5;824.608;824.658;624.714;724.717;724.602;824.596;724.621;824.654;924.686;824.591;724.618;824.759;824.75;824.779;824.8;824.725;824.758;724.778;724.874;724.774;1022.23;724.673;724.758;724.847;824.805;824.766;724.762;724.71;724.703;724.727;824.667;824.656;924.668;1022.34;824.651;624.718;924.73;724.737;824.775;924.735;824.702;824.719;724.643;724.688;724.677;724.725;724.678;924.747;824.672;724.739;
6:24.993;124.991;24.998;124.995;124.994;124.996;24.9979;24.9976;24.9968;24.9976;124.997;24.9978;124.995;24.9978;124.997;124.998;24.999;24.9982;124.997;124.997;24.9991;124.998;124.997;124.997;24.9984;124.998;24.9991;124.999;124.998;124.999;124.998;24.9992;24.9992;224.999;124.999;24.9996;124.999;124.999;124.999;124.999;124.999;124.998;24.9995;24.9995;124.999;24.9997;124.999;124.999;24.9997;24.9994;124.999;24.9998;124.999;24.9996;24.9997;124.999;124.999;124.999;24.9995;124.999;124.999;124.999;24.9996;124.999;125;24.9997;125;124.999;124.999;124.999;24.9998;24.9999;125;124.999;24.9998;125;24.9998;24.9998;125;125;125;125;125;125;24.9998;24.9999;125;125;125;225;24.9999;125;24.9998;125;125;24.9999;24.9999;24.9999;125;24.9998;24.9999;24.9999;125;24.9999;25;125;125;125;125;125;125;125;125;125;24.9999;125;125;125;125;125;125;24.9999;24.9999;125;24.9999;125;125;225;125;125;25;125;25;25;125;125;25;125;125;125;25;125;25;25;25;125;125;125;25;125;25;125;125;125;125;25;25;25;125;125;125;25;25;125;125;25;125;125;25;25;25;125;25;25;125;125;25;125;125;25;125;125;125;125;125;125;125;125;25;125;125;125;125;125;125;125;125;125;125;125;
7:514.001;512.339;614.191;512.115;613.701;814.235;412.75;510.902;713.963;510.461;613.812;613.753;513.825;511.502;715.225;714;413.553;614.278;511.698;512.429;614.769;613.304;413.304;612.952;614.562;613.272;615.094;714.779;715.194;613.368;512.966;414.587;616.042;614.26;614.287;515.224;615.371;615.491;616.455;515.587;716.373;515.657;716.538;716.678;615.632;616.769;613.654;616.565;617.413;517.535;516.454;618.065;618.469;717.184;515.778;710.483;417.618;617.745;618.618;619.255;616.275;719.396;618.498;619.187;620.175;520.417;621.319;620.94;619.518;721.109;620.385;620.586;520.447;614.947;621.062;720.907;721.637;821.657;521.629;722.236;622.064;621.699;619.148;722.579;621.995;621.414;622.219;622.076;622.317;622.088;521.617;722.32;620.905;420.302;720.866;520.944;621.074;620.783;521.54;519.974;622.255;421.133;621.956;522.395;521.532;522.186;719.824;621.81;721.487;520.945;521.234;621.728;719.375;521.341;621.716;722.101;420.229;620.756;620.207;621.861;720.73;619.403;721.651;621.184;622.531;722.59;621.757;622.507;622.947;522.287;620.719;722.134;622.849;523.041;823.942;723.528;423.34;722.532;621.922;723.721;623.845;623.681;623.869;623.825;723.69;723.877;823.62;723.493;623.761;823.24;723.45;822.824;622.695;823.524;623.107;823.591;822.979;722.627;622.374;823.023;622.759;723.429;622.505;722.461;720.646;821.869;722.215;722.958;722.647;720.385;722.835;722.499;722.45;623.015;723.014;622.625;822.628;822.934;823.004;722.896;722.583;922.964;722.748;722.47;721.873;623.2;822.842;623.274;622.444;723.699;723.906;824.194;823.453;823.796;923.619;724.076;823.79;723.49;722.897;823.666;
8:313.63;415.837;615.629;416.704;417.126;519.671;518.007;616.944;518.448;418.493;318.995;419.77;220.428;420.161;420.071;519.593;419.384;519.277;519.086;518.341;419.661;717.219;518.803;519.552;519.185;420.773;620.343;519.152;619.734;519.82;419.913;519.722;618.642;617.592;418.066;518.043;518.153;517.923;319.525;619.321;319.339;420.666;420.891;319.174;519.169;518.986;618.268;419.064;519.63;319.511;420.007;620.411;420.593;220.787;320.444;420.635;521.576;420.804;520.552;421.219;520.43;520.607;619.843;620.654;720.143;520.769;721.026;520.268;720.315;519.362;519.525;619.347;619.479;419.426;518.542;618.006;516.192;515.864;515.945;417.049;515.876;617.654;418.594;618.156;517.011;618.37;618.524;417.863;717.114;518.297;519.064;619.266;519.468;519.002;619.646;519.428;620.195;518.822;819.902;520.078;620.739;620.724;520.832;520.513;621.064;620.272;520.619;520.232;520.71;620.337;721.018;621.126;620.848;721.57;522.302;522.258;521.958;522.852;522.263;622.624;622.67;822.96;622.354;622.301;422.249;622.453;622.32;622.513;822.168;722.538;622.731;622.954;823.061;623.234;822.739;622.809;722.905;622.864;622.725;722.506;722.671;622.723;422.929;723.049;723.124;823.448;723.062;623.414;723.474;523.642;623.655;723.873;523.702;723.881;823.503;523.846;523.614;623.961;523.729;923.745;723.674;723.287;623.523;723.618;623.932;823.604;723.333;823.176;523.753;523.557;623.54;722.951;622.972;623.236;723.402;723.255;723.121;723.219;623.193;823.279;823.159;823.023;623.506;723.578;722.977;723.21;723.379;623.558;623.14;823.418;623.607;823.586;723.655;523.751;723.841;723.949;724.072;724.047;923.873;723.705;
9:105.877;205.774;204.627;105.231;207.417;305.323;104.329;303.966;105.364;104.135;105.041;103.469;104.579;204.635;106.215;305.928;205.494;205.487;204.657;205.188;205.267;206.092;105.748;205.84;204.835;205.263;108.199;206.732;205.94;105.898;105.913;207.062;205.807;205.167;205.697;207.532;207.243;207.555;208.554;210.96;208.645;207.945;208.193;210.251;208.842;307.248;307.932;309.611;208.536;206.737;107.833;307.318;207.462;306.772;108.46;208.654;208.077;113.897;207.58;308.151;206.138;207.584;208.871;207.985;109.425;206.022;208.112;207.262;207.1;209.127;206.995;306.528;304.702;205.869;306.358;205.899;306.674;209.539;306.767;108.698;207.831;307.241;206.668;208.111;106.9;208.37;208.948;205.83;307.851;408.31;208.195;307.367;109.037;208.019;207.728;206.924;306.288;208.541;207.141;308.382;207.549;308.095;208.086;307.285;306.519;107.03;305.067;207.742;205.201;407.051;207.339;206.565;207.278;307.638;208.983;208.114;207.852;206.805;210.351;211.664;309.13;206.884;308.219;211.728;209.077;307.329;309.815;208.171;206.732;309.129;308.661;210.004;308.594;310.24;208.724;208.643;209.862;212.351;309.536;309.832;209.537;208.532;409.075;207.786;307.031;308.44;209.58;309.979;209.432;209.779;308.684;209.226;209.035;308.16;209.885;208.778;207.489;209.308;208.562;308.942;308.908;209.017;306.778;207.913;208.779;207.309;207.665;208.049;408.246;210.937;210.661;311.983;309.427;311.185;210.129;209.902;209.026;308.387;208.463;209.962;209.48;211.207;310.499;309.633;308.193;311.316;210.471;210.821;210.924;311.079;213.178;310.49;212.142;210.737;208.958;413.129;215.728;212.207;213.588;311.641;
